log_id,text,region,language,clean_text
LOG_0935,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user935@example.com and my phone is 555-0199.,West,Spanish,log 0935
LOG_0936,I am not satisfied with the service. Please refund my last payment immediately.,East,French,log 0936
LOG_0937,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,English,log 0937
LOG_0938,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,log 0938
LOG_0939,Could you add a dark mode to the dashboard? It's too bright at night.,North,Spanish,log 0939
LOG_0940,I HAVE A QUESTION ABOUT MY INVOICE 1723. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Hindi,log 0940
LOG_0941,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,log 0941
LOG_0942,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,log 0942
LOG_0943,I have a question about my invoice 1894. My credit card was charged twice.,West,English,log 0943
LOG_0944,Could you add a dark mode to the dashboard? It's too bright at night. My email is user944@example.com and my phone is 555-0199.,East,Spanish,log 0944
LOG_0945,I have a question about my invoice 3425. My credit card was charged twice.,West,French,log 0945
LOG_0946,I am not satisfied with the service. Please refund my last payment immediately.,East,Spanish,log 0946
LOG_0947,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,log 0947
LOG_0948,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Hindi,log 0948
LOG_0949,I HAVE A QUESTION ABOUT MY INVOICE 8861. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,English,log 0949
LOG_0950,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,English,log 0950
LOG_0951,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,log 0951
LOG_0952,I have a question about my invoice 5180. My credit card was charged twice.,North,French,log 0952
LOG_0953,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,English,log 0953
LOG_0954,COULD YOU ADD A DARK MODE TO THE DASHBOARD? IT'S TOO BRIGHT AT NIGHT. !!! URGENT HELP NEEDED !!!,South,English,log 0954
LOG_0955,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,log 0955
LOG_0956,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,log 0956
LOG_0957,I have a question about my invoice 9410. My credit card was charged twice.,West,French,log 0957
LOG_0958,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,log 0958
LOG_0959,I am not satisfied with the service. Please refund my last payment immediately.,North,French,log 0959
LOG_0960,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,English,log 0960
LOG_0961,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,log 0961
LOG_0962,I have a question about my invoice 5876. My credit card was charged twice.,West,English,log 0962
LOG_0963,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,log 0963
LOG_0964,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,French,log 0964
LOG_0965,I am not satisfied with the service. Please refund my last payment immediately.,West,French,log 0965
LOG_0966,I have a question about my invoice 3213. My credit card was charged twice. My email is user966@example.com and my phone is 555-0199.,West,Hindi,log 0966
LOG_0967,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,log 0967
LOG_0968,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) MY EMAIL IS USER968@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,English,log 0968
LOG_0969,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) MY EMAIL IS USER969@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,Spanish,log 0969
LOG_0970,I am not satisfied with the service. Please refund my last payment immediately. My email is user970@example.com and my phone is 555-0199.,West,Spanish,log 0970
LOG_0971,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,log 0971
LOG_0972,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,log 0972
LOG_0973,I have a question about my invoice 6681. My credit card was charged twice.,West,French,log 0973
LOG_0974,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Spanish,log 0974
LOG_0975,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Hindi,log 0975
LOG_0976,I am not satisfied with the service. Please refund my last payment immediately.,East,French,log 0976
LOG_0977,I HAVE A QUESTION ABOUT MY INVOICE 9063. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Spanish,log 0977
LOG_0978,The application keeps crashing on my mobile device. I tried restarting but it didn't help. My email is user978@example.com and my phone is 555-0199.,West,French,log 0978
LOG_0979,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,log 0979
LOG_0980,I have a question about my invoice 4714. My credit card was charged twice.,East,French,log 0980
LOG_0981,I am not satisfied with the service. Please refund my last payment immediately.,East,Hindi,log 0981
LOG_0982,Could you add a dark mode to the dashboard? It's too bright at night.,North,French,log 0982
LOG_0983,I have a question about my invoice 2934. My credit card was charged twice.,North,English,log 0983
LOG_0984,I am not satisfied with the service. Please refund my last payment immediately.,East,French,log 0984
LOG_0985,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,log 0985
LOG_0986,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Hindi,log 0986
LOG_0987,I have a question about my invoice 9677. My credit card was charged twice.,East,Spanish,log 0987
LOG_0988,I am not satisfied with the service. Please refund my last payment immediately.,West,French,log 0988
LOG_0989,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,English,log 0989
LOG_0990,The application keeps crashing on my mobile device. I tried restarting but it didn't help. My email is user990@example.com and my phone is 555-0199.,West,Spanish,log 0990
LOG_0991,Could you add a dark mode to the dashboard? It's too bright at night.,North,Hindi,log 0991
LOG_0992,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Hindi,log 0992
LOG_0993,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,French,log 0993
LOG_0994,I have a question about my invoice 6115. My credit card was charged twice.,East,Spanish,log 0994
LOG_0995,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,English,log 0995
LOG_0996,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,English,log 0996
LOG_0997,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,French,log 0997
LOG_0998,I am not satisfied with the service. Please refund my last payment immediately.,East,Hindi,log 0998
LOG_0999,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,log 0999
